run,idx,step_e,avg_reward,avg_loss
contractorinactive,87,1044,-682.4166666666666,0.756090521812439
contractorinactive,88,1056,-885.9166666666666,-0.0759292021393776
contractorinactive,89,1068,-608.75,1.8263498067855835
contractorinactive,90,1080,-648.8333333333334,1.1328153252601623
contractorinactive,91,1092,-677.5833333333334,0.3724389001727104
contractorinactive,92,1104,-645.8333333333334,1.476999080181122
contractorinactive,93,1116,-734.0,-0.3274852275848389
contractorinactive,94,1128,-583.5833333333334,-0.32307114601135256
contractorinactive,95,1140,-668.1666666666666,-0.4661863923072815
contractorinactive,96,1152,-674.0833333333334,-0.4443492770195007
contractorinactive,97,1164,-582.9166666666666,-0.352969753742218
contractorinactive,98,1176,-577.9166666666666,0.048759421706199645
contractorinactive,99,1188,-502.5833333333333,-0.5035063207149506
contractorinactive,100,1200,-606.0,-0.45669705867767335
contractorinactive,101,1212,-502.8333333333333,1.9671796560287476
contractorinactive,102,1224,-505.3333333333333,-0.1876924227923155
contractorinactive,103,1236,-487.3333333333333,-0.2473034642636776
contractorinactive,104,1248,-468.8333333333333,2.6430171489715577
contractorinactive,105,1260,-440.3333333333333,-0.07031500265002251
contractorinactive,106,1272,-563.0833333333334,-0.5894263029098511
contractorinactive,107,1284,-447.8333333333333,0.06413168273866177
contractorinactive,108,1296,-473.0,-0.30368524193763735
contractorinactive,109,1308,-433.5833333333333,-0.18696917593479156
contractorinactive,110,1320,-534.8333333333334,0.8850464820861816
contractorinactive,111,1332,-411.1666666666667,1.1202481269836426
contractorinactive,112,1344,-502.5833333333333,-0.22588599026203154
contractorinactive,113,1356,-478.25,-0.5117504179477692
contractorinactive,114,1368,-408.4166666666667,1.1716051816940307
contractorinactive,115,1380,-443.1666666666667,3.304775667190552
contractorinactive,116,1392,-471.6666666666667,-0.06671419441699981
contractorinactive,117,1404,-500.3333333333333,0.10793783515691757
contractorinactive,118,1416,-518.75,-0.18738998472690582
contractorinactive,119,1428,-582.4166666666666,-0.4411302626132965
contractorinactive,120,1440,-522.0,0.3385064497590065
contractorinactive,121,1452,-538.0,-0.2094448134303093
contractorinactive,122,1464,-483.8333333333333,1.0267576098442077
contractorinactive,123,1476,-503.25,-0.5779372334480286
contractorinactive,124,1488,-500.25,-0.2347391277551651
contractorinactive,125,1500,-392.3333333333333,-0.6370740473270416
contractorinactive,126,1512,-314.0833333333333,-0.5259050130844116
contractorinactive,127,1524,-300.1666666666667,-0.41786380112171173
contractorinactive,128,1536,-310.0,2.523560380935669
contractorinactive,129,1548,-420.1666666666667,-0.37798988819122314
contractorinactive,130,1560,-400.6666666666667,1.8378040075302124
contractorinactive,131,1572,-381.0833333333333,-0.1325548604130745
contractorinactive,132,1584,-336.75,-0.42842223644256594
contractorinactive,133,1596,-312.25,-0.11864080801606178
contractorinactive,134,1608,-285.4166666666667,-0.27928268611431123
contractorinactive,135,1620,-247.33333333333334,-0.5809068024158478
contractorinactive,136,1632,-266.4166666666667,-0.5237760484218598
contractorinactive,137,1644,-296.75,-0.23208462148904802
contractorinactive,138,1656,-248.66666666666666,0.7234510600566864
contractorinactive,139,1668,-236.25,-0.5010205507278442
contractorinactive,140,1680,-208.33333333333334,-0.4323928415775299
contractorinactive,141,1692,-243.16666666666666,0.4278008759021759
contractorinactive,142,1704,-210.0,-0.07717031538486481
contractorinactive,143,1716,-190.0,-0.3085313975811005
contractorinactive,144,1728,-175.91666666666666,0.31576701402664187
contractorinactive,145,1740,-185.66666666666666,-0.09853985011577607
contractorinactive,146,1752,-184.0,-0.22267803102731704
contractorinactive,147,1764,-221.0,-0.4184711635112762
contractorinactive,148,1776,-268.9166666666667,0.6039139032363892
contractorinactive,149,1788,-184.0,-0.4444869041442871
contractorinactive,150,1800,-264.75,0.2766272909939289
contractorinactive,151,1812,-225.66666666666666,2.100524830818176
contractorinactive,152,1824,-218.91666666666666,-0.2212394207715988
contractorinactive,153,1836,-192.66666666666666,0.9626946210861206
contractorinactive,154,1848,-225.16666666666666,0.9413455247879028
contractorinactive,155,1860,-224.66666666666666,-0.04445552229881287
contractorinactive,156,1872,-201.16666666666666,-0.5671289920806885
contractorinactive,157,1884,-200.66666666666666,-0.4481504499912262
contractorinactive,158,1896,-227.83333333333334,-0.33730944991111755
contractorinactive,159,1908,-214.16666666666666,1.6849430799484253
contractorinactive,160,1920,-155.41666666666666,-0.05047323927283287
contractorinactive,161,1932,-164.08333333333334,-0.0028826382011175157
contractorinactive,162,1944,-141.91666666666666,-0.33606047332286837
contractorinactive,163,1956,-156.08333333333334,-0.26824585497379305
contractorinactive,164,1968,-133.66666666666666,0.07314135581254959
contractorinactive,165,1980,-133.0,-0.20963616967201232
contractorinactive,166,1992,-176.25,-0.378674191236496
contractorinactive,167,2004,-166.0,-0.46463689804077146
contractorinactive,168,2016,-159.25,-0.23790860176086426
contractorinactive,169,2028,-151.83333333333334,-0.424670135974884
contractorinactive,170,2040,-144.58333333333334,-0.18112731873989105
contractorinactive,171,2052,-151.58333333333334,-0.4607930541038513
contractorinactive,172,2064,-127.33333333333333,-0.3194491058588028
contractorinactive,173,2076,-125.83333333333333,0.045988645404577255
contractorinactive,174,2088,-118.83333333333333,-0.3283341556787491
contractorinactive,175,2100,-135.16666666666666,-0.34533966779708863
contractorinactive,176,2112,-156.5,-0.3292714536190033
contractorinactive,177,2124,-141.16666666666666,0.19762358218431472
contractorinactive,178,2136,-149.16666666666666,-0.4287607312202454
contractorinactive,179,2148,-136.75,-0.058572447299957274
contractorinactive,180,2160,-126.58333333333333,-0.3737783133983612
contractorinactive,181,2172,-111.83333333333333,-0.5615351796150208
contractorinactive,182,2184,-157.16666666666666,-0.39027454853057864
contractorinactive,183,2196,-133.41666666666666,-0.16407683938741685
contractorinactive,184,2208,-179.16666666666666,-0.3597822725772858
contractorinactive,185,2220,-115.08333333333333,1.6121031761169433
contractorinactive,186,2232,-125.0,-0.11709278374910355
contractorinactive,187,2244,-127.91666666666667,-0.16452455520629883
contractorinactive,188,2256,-115.41666666666667,-0.4892986655235291
contractorinactive,189,2268,-125.41666666666667,-0.3563404202461243
contractorinactive,190,2280,-137.83333333333334,1.2606439113616943
contractorinactive,191,2292,-120.75,0.08312666676938534
contractorinactive,192,2304,-131.58333333333334,0.781059455871582
contractorinactive,193,2316,-141.75,-0.4695980131626129
contractorinactive,194,2328,-130.41666666666666,0.731941306591034
contractorinactive,195,2340,-156.41666666666666,1.7156940698623657
contractorinactive,196,2352,-134.83333333333334,-0.24775648713111878
contractorinactive,197,2364,-115.75,1.2837321281433105
contractorinactive,198,2376,-144.41666666666666,-0.21678301692008972
contractorinactive,199,2388,-133.25,-0.09288333877921104
contractorinactive,200,2400,-123.75,0.8031881749629974
contractorinactive,201,2412,-171.83333333333334,-0.36570580303668976
contractorinactive,202,2424,-132.0,-0.49262075424194335
contractorinactive,203,2436,-124.5,-0.12012520134449005
contractorinactive,204,2448,-103.75,1.3528287649154662
contractorinactive,205,2460,-118.0,-0.3234859049320221
contractorinactive,206,2472,-109.16666666666667,2.990100932121277
contractorinactive,207,2484,-105.41666666666667,-0.40741734504699706
contractorinactive,208,2496,-136.83333333333334,-0.37119060754776
contractorinactive,209,2508,-132.08333333333334,-0.3693025797605515
contractorinactive,210,2520,-136.0,0.7746247410774231
contractorinactive,211,2532,-132.83333333333334,-0.4796615958213806
contractorinactive,212,2544,-112.5,0.18553124666213988
contractorinactive,213,2556,-105.33333333333333,-0.2655456393957138
contractorinactive,214,2568,-99.5,1.917157244682312
contractorinactive,215,2580,-109.16666666666667,-0.42173451483249663
contractorinactive,216,2592,-120.75,0.259109815955162
contractorinactive,217,2604,-97.83333333333333,-0.3552780210971832
contractorinactive,218,2616,-118.83333333333333,-0.37850170731544497
contractorinactive,219,2628,-97.5,0.060288820043206216
contractorinactive,220,2640,-89.25,-0.3306422710418701
contractorinactive,221,2652,-102.91666666666667,1.5973322153091432
contractorinactive,222,2664,-99.91666666666667,0.29417735934257505
contractorinactive,223,2676,-118.5,-0.29127984344959257
contractorinactive,224,2688,-104.75,0.5799492537975312
contractorinactive,225,2700,-110.66666666666667,-0.3361814022064209
contractorinactive,226,2712,-119.91666666666667,5.821949291229248
contractorinactive,227,2724,-104.66666666666667,-0.3707556962966919
contractorinactive,228,2736,-103.75,-0.35556196570396426
contractorinactive,229,2748,-105.83333333333333,3.286349296569824
contractorinactive,230,2760,-118.5,-0.41301451325416566
contractorinactive,231,2772,-97.75,0.43128551840782164
contractorinactive,232,2784,-94.75,-0.2642137974500656
contractorinactive,233,2796,-111.0,1.2604401469230653
contractorinactive,234,2808,-102.0,-0.3928889513015747
contractorinactive,235,2820,-105.41666666666667,-0.4309226036071777
contractorinactive,236,2832,-90.0,-0.33921346068382263
contractorinactive,237,2844,-92.83333333333333,-0.026356955617666246
contractorinactive,238,2856,-122.75,-0.3275356858968735
contractorinactive,239,2868,-109.58333333333333,0.23126386851072311
contractorinactive,240,2880,-103.33333333333333,-0.36257311701774597
contractorinactive,241,2892,-74.08333333333333,-0.4664913356304169
contractorinactive,242,2904,-98.41666666666667,-0.485009765625
contractorinactive,243,2916,-91.08333333333333,-0.48752670288085936
contractorinactive,244,2928,-149.91666666666666,-0.22155789732933046
contractorinactive,245,2940,-91.83333333333333,1.0481205582618713
contractorinactive,246,2952,-118.08333333333333,2.7094453811645507
contractorinactive,247,2964,-83.33333333333333,-0.3193484663963318
contractorinactive,248,2976,-83.5,-0.40231072902679443
contractorinactive,249,2988,-105.08333333333333,1.585286545753479
contractorinactive,250,3000,-98.58333333333333,-0.4321738362312317
contractorinactive,251,3012,-102.16666666666667,-0.5266738712787629
contractorinactive,252,3024,-151.5,-0.1919930763542652
contractorinactive,253,3036,-119.58333333333333,-0.5198238015174865
contractorinactive,254,3048,-79.75,-0.33027916550636294
contractorinactive,255,3060,-87.25,-0.1904492348432541
contractorinactive,256,3072,-92.58333333333333,4.569552946090698
contractorinactive,257,3084,-68.41666666666667,-0.07857672087848186
contractorinactive,258,3096,-91.75,-0.34934050738811495
contractorinactive,259,3108,-104.16666666666667,-0.6176520466804505
contractorinactive,260,3120,-149.91666666666666,0.9129949808120728
contractorinactive,261,3132,-91.58333333333333,0.24260529428720473
contractorinactive,262,3144,-120.75,-0.5640087008476258
contractorinactive,263,3156,-78.25,0.35491675734519956
contractorinactive,264,3168,-103.16666666666667,-0.2946529746055603
contractorinactive,265,3180,-84.41666666666667,-0.0739388793706894
contractorinactive,266,3192,-150.33333333333334,-0.34227417707443236
contractorinactive,267,3204,-144.33333333333334,-0.4513582527637482
contractorinactive,268,3216,-169.58333333333334,-0.260971000790596
contractorinactive,269,3228,-130.41666666666666,2.2594793796539308
contractorinactive,270,3240,-92.66666666666667,1.037434732913971
contractorinactive,271,3252,-138.33333333333334,0.04746744148433209
contractorinactive,272,3264,-128.5,-0.4231848418712616
contractorinactive,273,3276,-84.0,-0.33037773370742796
contractorinactive,274,3288,-92.5,-0.37324947118759155
contractorinactive,275,3300,-95.83333333333333,-0.07001486420631409
contractorinactive,276,3312,-100.58333333333333,-0.03770875707268715
contractorinactive,277,3324,-92.16666666666667,-0.07375062927603722
contractorinactive,278,3336,-86.83333333333333,-0.2744802087545395
contractorinactive,279,3348,-80.33333333333333,0.8625188112258911
contractorinactive,280,3360,-85.5,-0.2181360900402069
contractorinactive,281,3372,-95.0,-0.17712903916835784
contractorinactive,282,3384,-85.16666666666667,0.193341663479805
contractorinactive,283,3396,-104.0,0.007927417755126953
contractorinactive,284,3408,-88.66666666666667,-0.4014781653881073
contractorinactive,285,3420,-104.91666666666667,-0.19311018288135529
contractorinactive,286,3432,-93.83333333333333,0.0034264862537384034
contractorinactive,287,3444,-83.91666666666667,0.30598397701978686
contractorinactive,288,3456,-91.25,-0.33283030092716215
contractorinactive,289,3468,-97.66666666666667,-0.4525554597377777
contractorinactive,290,3480,-104.83333333333333,0.1552871748805046
contractorinactive,291,3492,-77.58333333333333,1.0790108025074006
contractorinactive,292,3504,-80.16666666666667,-0.1793970823287964
contractorinactive,293,3516,-91.83333333333333,0.03441013246774673
contractorinactive,294,3528,-104.08333333333333,-0.24988613426685333
contractorinactive,295,3540,-88.41666666666667,0.20591925233602523
contractorinactive,296,3552,-76.5,0.09391171708703042
contractorinactive,297,3564,-91.66666666666667,3.852225732803345
contractorinactive,298,3576,-89.5,1.1490167498588562
contractorinactive,299,3588,-84.16666666666667,0.10209497399628162
contractorinactive,300,3600,-100.16666666666667,-0.3865814208984375
contractorinactive,301,3612,-93.41666666666667,-0.322387284040451
contractorinactive,302,3624,-83.58333333333333,0.10036847814917564
contractorinactive,303,3636,-121.41666666666667,-0.3483616590499878
contractorinactive,304,3648,-90.0,2.326957893371582
contractorinactive,305,3660,-93.66666666666667,-0.23213831186294556
contractorinactive,306,3672,-84.25,0.7037242591381073
contractorinactive,307,3684,-75.33333333333333,0.1272131860256195
contractorinactive,308,3696,-88.33333333333333,0.09319457188248634
contractorinactive,309,3708,-79.5,-0.47901539206504823
contractorinactive,310,3720,-128.41666666666666,7.819283866882325
contractorinactive,311,3732,-105.0,0.7664026618003845
contractorinactive,312,3744,-117.91666666666667,-0.48283385634422304
contractorinactive,313,3756,-120.66666666666667,-0.5004318177700042
contractorinactive,314,3768,-98.58333333333333,-0.44114622473716736
contractorinactive,315,3780,-89.33333333333333,-0.03844507038593292
contractorinactive,316,3792,-75.33333333333333,-0.45368015170097353
contractorinactive,317,3804,-132.25,-0.3054026126861572
contractorinactive,318,3816,-92.08333333333333,1.6725654363632203
contractorinactive,319,3828,-85.25,2.7871901988983154
contractorinactive,320,3840,-113.5,0.09234238490462303
contractorinactive,321,3852,-88.91666666666667,-0.31400260627269744
contractorinactive,322,3864,-94.75,-0.43841022849082945
contractorinactive,323,3876,-153.5,-0.44458158016204835
contractorinactive,324,3888,-124.16666666666667,-0.5232028365135193
contractorinactive,325,3900,-85.58333333333333,0.20028728544712066
contractorinactive,326,3912,-91.25,1.9632214546203612
contractorinactive,327,3924,-102.25,2.9839452266693116
contractorinactive,328,3936,-86.16666666666667,1.5448929071426392
contractorinactive,329,3948,-93.08333333333333,-0.4565438270568848
contractorinactive,330,3960,-94.08333333333333,-0.22041921317577362
contractorinactive,331,3972,-83.66666666666667,0.29263563454151154
contractorinactive,332,3984,-81.83333333333333,1.7346626281738282
contractorinactive,333,3996,-90.25,1.525762128829956
contractorinactive,334,4008,-83.91666666666667,-0.11580601334571838
contractorinactive,335,4020,-104.66666666666667,-0.48437572717666627
contractorinactive,336,4032,-104.83333333333333,-0.2999591946601868
contractorinactive,337,4044,-81.58333333333333,-0.23903900682926177
contractorinactive,338,4056,-98.33333333333333,0.18192416727542876
contractorinactive,339,4068,-81.5,-0.22403649017214775
contractorinactive,340,4080,-83.33333333333333,-0.42018174529075625
contractorinactive,341,4092,-83.91666666666667,-0.122415841370821
contractorinactive,342,4104,-80.66666666666667,-0.32595494836568834
contractorinactive,343,4116,-93.5,-0.5048503279685974
contractorinactive,344,4128,-95.58333333333333,-0.2045775204896927
contractorinactive,345,4140,-80.75,1.0973331689834596
contractorinactive,346,4152,-76.16666666666667,0.08556548431515694
contractorinactive,347,4164,-122.91666666666667,-0.3722723722457886
contractorinactive,348,4176,-81.75,1.0336416363716125
contractorinactive,349,4188,-70.91666666666667,0.4095323532819748
contractorinactive,350,4200,-78.16666666666667,2.8326931476593016
contractorinactive,351,4212,-94.33333333333333,-0.1960104711353779
contractorinactive,352,4224,-73.16666666666667,-0.4437742650508881
contractorinactive,353,4236,-73.16666666666667,0.6681352257728577
contractorinactive,354,4248,-102.5,1.3185314655303955
contractorinactive,355,4260,-113.75,-0.4984972655773163
contractorinactive,356,4272,-89.5,0.06563936062157154
contractorinactive,357,4284,-86.16666666666667,-0.2175573006272316
contractorinactive,358,4296,-86.0,-0.2979894995689392
contractorinactive,359,4308,-95.58333333333333,-0.33530260622501373
contractorinactive,360,4320,-74.5,1.1406421065330505
contractorinactive,361,4332,-79.33333333333333,-0.15525394976139067
contractorinactive,362,4344,-123.25,-0.4491048753261566
contractorinactive,363,4356,-91.75,-0.5040067076683045
contractorinactive,364,4368,-86.75,-0.16589873060584068
contractorinactive,365,4380,-97.5,-0.32889931797981264
contractorinactive,366,4392,-101.08333333333333,0.6688538193702698
contractorinactive,367,4404,-98.33333333333333,1.922554039955139
contractorinactive,368,4416,-121.25,-0.2674668312072754
contractorinactive,369,4428,-95.75,-0.41266252994537356
contractorinactive,370,4440,-71.91666666666667,0.013474423438310623
contractorinactive,371,4452,-82.41666666666667,-0.5045554935932159
contractorinactive,372,4464,-65.5,0.5740955412387848
contractorinactive,373,4476,-65.25,-0.4679245054721832
contractorinactive,374,4488,-92.91666666666667,-0.5319912672042847
contractorinactive,375,4500,-90.25,1.5488660097122193
contractorinactive,376,4512,-79.33333333333333,-0.2112621396780014
contractorinactive,377,4524,-74.5,-0.36927332282066344
contractorinactive,378,4536,-79.91666666666667,2.2900799036026003
contractorinactive,379,4548,-83.91666666666667,0.0534669391810894
contractorinactive,380,4560,-95.0,-0.3651173055171967
contractorinactive,381,4572,-87.08333333333333,-0.43697274327278135
contractorinactive,382,4584,-80.16666666666667,-0.28774021565914154
contractorinactive,383,4596,-115.41666666666667,-0.4512506783008575
contractorinactive,384,4608,-75.91666666666667,0.1397746056318283
contractorinactive,385,4620,-97.75,0.16627025455236435
contractorinactive,386,4632,-87.5,0.17321008667349816
contractorinactive,387,4644,-115.66666666666667,-0.3213897109031677
contractorinactive,388,4656,-96.08333333333333,-0.4132661044597626
contractorinactive,389,4668,-71.75,-0.22443410456180574
contractorinactive,390,4680,-77.58333333333333,-0.20147693902254105
contractorinactive,391,4692,-82.5,-0.44299447536468506
contractorinactive,392,4704,-73.58333333333333,-0.32915903329849244
contractorinactive,393,4716,-80.0,0.3989961206912994
contractorinactive,394,4728,-78.16666666666667,1.0585978984832765
contractorinactive,395,4740,-81.5,-0.07286791428923607
contractorinactive,396,4752,-68.33333333333333,-0.17856376692652703
contractorinactive,397,4764,-86.5,-0.4015713810920715
contractorinactive,398,4776,-77.16666666666667,-0.3965717047452927
contractorinactive,399,4788,-71.66666666666667,-0.4183591067790985
contractorinactive,400,4800,-77.91666666666667,3.821171283721924
contractorinactive,401,4812,-85.41666666666667,-0.2804731369018555
contractorinactive,402,4824,-99.16666666666667,-0.5322190821170807
contractorinactive,403,4836,-84.16666666666667,-0.36035175919532775
contractorinactive,404,4848,-94.58333333333333,-0.47052485346794126
contractorinactive,405,4860,-76.58333333333333,-0.41123276948928833
contractorinactive,406,4872,-80.33333333333333,-0.3822356700897217
contractorinactive,407,4884,-132.08333333333334,-0.36901035308837893
contractorinactive,408,4896,-93.16666666666667,0.0011830568313598634
contractorinactive,409,4908,-81.08333333333333,-0.24143079817295074
contractorinactive,410,4920,-79.5,-0.2835889637470245
contractorinactive,411,4932,-86.08333333333333,0.26630236208438873
contractorinactive,412,4944,-102.08333333333333,-0.36818925142288206
contractorinactive,413,4956,-99.5,-0.4818292737007141
contractorinactive,414,4968,-83.91666666666667,-0.1448603045195341
contractorinactive,415,4980,-96.75,-0.20044816732406617
contractorinactive,416,4992,-87.25,0.0760238990187645
contractorinactive,417,5004,-96.58333333333333,-0.4288272559642792
contractorinactive,418,5016,-101.25,3.0574661254882813
contractorinactive,419,5028,-100.66666666666667,-0.45604515075683594
contractorinactive,420,5040,-97.75,-0.4527990311384201
contractorinactive,421,5052,-88.41666666666667,0.16939527541399002
contractorinactive,422,5064,-108.08333333333333,-0.47017731666564944
contractorinactive,423,5076,-82.41666666666667,0.5457517832517624
contractorinactive,424,5088,-90.33333333333333,-0.43752010464668273
contractorinactive,425,5100,-82.25,0.8675408959388733
contractorinactive,426,5112,-84.5,-0.06950920969247817
contractorinactive,427,5124,-76.16666666666667,-0.3664624094963074
contractorinactive,428,5136,-78.16666666666667,-0.5360544919967651
contractorinactive,429,5148,-109.16666666666667,-0.10094152316451073
contractorinactive,430,5160,-102.16666666666667,3.470468807220459
contractorinactive,431,5172,-115.83333333333333,-0.36343235373497007
contractorinactive,432,5184,-115.66666666666667,-0.216949225962162
contractorinactive,433,5196,-107.33333333333333,-0.06934993043541908
contractorinactive,434,5208,-98.83333333333333,-0.323171055316925
contractorinactive,435,5220,-98.66666666666667,0.10238141641020775
contractorinactive,436,5232,-94.41666666666667,-0.4556391954421997
contractorinactive,437,5244,-96.16666666666667,-0.26018590331077573
contractorinactive,438,5256,-113.25,-0.32734706103801725
contractorinactive,439,5268,-86.0,-0.45501734018325807
contractorinactive,440,5280,-103.66666666666667,-0.11463952735066414
contractorinactive,441,5292,-123.83333333333333,0.08928657174110413
contractorinactive,442,5304,-112.25,4.525533676147461
contractorinactive,443,5316,-128.91666666666666,-0.203980153799057
contractorinactive,444,5328,-95.58333333333333,0.9336636543273926
contractorinactive,445,5340,-105.33333333333333,-0.3370449334383011
contractorinactive,446,5352,-98.16666666666667,-0.22488633990287782
contractorinactive,447,5364,-124.33333333333333,-0.42955045104026796
contractorinactive,448,5376,-127.91666666666667,-0.1134242556989193
contractorinactive,449,5388,-98.58333333333333,-0.520334643125534
contractorinactive,450,5400,-91.16666666666667,0.4305537238717079
contractorinactive,451,5412,-86.33333333333333,-0.45287697911262514
contractorinactive,452,5424,-117.16666666666667,-0.368247789144516
contractorinactive,453,5436,-118.91666666666667,-0.4375226140022278
contractorinactive,454,5448,-123.91666666666667,0.07322694286704064
contractorinactive,455,5460,-141.75,-0.2519942790269852
contractorinactive,456,5472,-104.83333333333333,2.514194703102112
contractorinactive,457,5484,-125.33333333333333,-0.4623956441879272
contractorinactive,458,5496,-83.0,-0.3280499815940857
contractorinactive,459,5508,-103.75,-0.34431990087032316
contractorinactive,460,5520,-94.0,0.299699467420578
contractorinactive,461,5532,-87.91666666666667,1.4941650867462157
contractorinactive,462,5544,-132.16666666666666,-0.21424405574798583
contractorinactive,463,5556,-112.33333333333333,1.4271487951278687
contractorinactive,464,5568,-102.0,-0.4333350956439972
contractorinactive,465,5580,-91.83333333333333,-0.13013596087694168
contractorinactive,466,5592,-86.66666666666667,1.544878315925598
contractorinactive,467,5604,-89.25,0.1778359241783619
contractorinactive,468,5616,-114.83333333333333,-0.5068684339523315
contractorinactive,469,5628,-111.91666666666667,-0.3658450484275818
contractorinactive,470,5640,-117.75,3.894797658920288
contractorinactive,471,5652,-118.75,-0.4733737826347351
contractorinactive,472,5664,-112.41666666666667,-0.4909739315509796
contractorinactive,473,5676,-88.58333333333333,-0.45088382363319396
contractorinactive,474,5688,-107.33333333333333,-0.4936345100402832
contractorinactive,475,5700,-91.16666666666667,-0.4919080793857574
contractorinactive,476,5712,-107.16666666666667,-0.449667364358902
contractorinactive,477,5724,-127.33333333333333,-0.4476569175720215
